"ConstituencyCode","Constituency","Nominate","NominateAlias","Gender","Occupation","Politics","NominateDate","Remarks","Candidate"
"P02","¤j®H¤¤","°ÏÂí¾ì","","¨k","¥þÂ¾°ÏÄ³­û/¸ê²`ªÀ°Ï¤u§@ªÌ","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","°ÏÂí¾ì"
"P02","¤j®H¤¤","±ö¤Ö®p","","¨k","ªÀ°Ï¤u§@ªÌ","¥Á«ØÁp","2015¦~10¤ë8¤é","","±ö¤Ö®p"
"P02","¤j®H¤¤","¤å°¶±j","","¨k","Äá¼v®v","¿W¥ß","2015¦~10¤ë12¤é","","¤å°¶±j"
"P03","¹|¥Å","¹p¿Õ","","¨k","Ä³­û§U²z/­ÝÂ¾«Ç¤º³]­p®v","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¹p¿Õ"
"P03","¹|¥Å","ÃÓºa¾±","ÃÓSir","¨k","µù¥UªÀ¤u","¥Á«ØÁp","2015¦~10¤ë8¤é","","ÃÓºa¾±(ÃÓSIR)"
"P04","¤j¤¸","°ÏÂíÀÚ","","¨k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","°ÏÂíÀÚ"
"P04","¤j¤¸","¾G«T¥­","","¨k","*¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë8¤é","","¾G«T¥­"
"P05","´I¦ë","¤ý¬î¥_","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë8¤é","","¤ý¬î¥_"
"P05","´I¦ë","¥ô¸U¥þ","","¨k","","","2015¦~10¤ë8¤é","","¥ô¸U¥þ"
"P06","©É´I","¥ô±Ò¨¹","","¨k","¥þÂ¾°ÏÄ³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë5¤é","","¥ô±Ò¨¹"
"P06","©É´I","±i»ñ¿P","","¤k","°Ó¤H","¥Á«ØÁp","2015¦~10¤ë8¤é","","±i»ñ¿P"
"P07","´I©ú·s","³¯«iµØ","","¨k","ª÷¿ÄªA°È·~","¤uÁp·|","2015¦~10¤ë2¤é","","³¯«iµØ"
"P07","´I©ú·s","Ãö¥Ã·~","","¨k","¥þÂ¾°ÏÄ³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë5¤é","","Ãö¥Ã·~"
"P08","¼sºÖ¤ÎÄ_´ò","¶ÀºÑ¼b","","¤k","*µù¥UªÀ¤u/¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë8¤é","","¶ÀºÑ¼b"
"P08","¼sºÖ¤ÎÄ_´ò","³¢¾ð¤¯","","¨k","¿ì¤½«Ç§U²z","","2015¦~10¤ë14¤é","","³¢¾ð¤¯"
"P08","¼sºÖ¤ÎÄ_´ò","©P¥°¶©","","¨k","ªÀ°Ï¤u§@ªÌ","","2015¦~10¤ë15¤é","","©P¥°¶©"
"P09","§»ºÖ","¤å©À§Ó","","¨k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¤å©À§Ó"
"P09","§»ºÖ","­J°·¥Á","","¨k","¦æ¬FºÞ²z","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë8¤é","","­J°·¥Á"
"P10","¤j®HÞ]","³¯¯ºÅv","","¨k","°ÏÄ³­û","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë7¤é","","³¯¯ºÅv"
"P11","¹BÀY¶í","§E´¼ºa","","¨k","¦æ¬F¤H­û/°ÏÄ³­û","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë7¤é","","§E´¼ºa"
"P11","¹BÀY¶í","¾GÞm","","¨k","ª÷¿ÄªA°È·~","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë8¤é","","¾GÞm"
"P12","·s´I","­JÀA½÷","","¨k","°Ó°ÈÁ`ºÊ","","2015¦~10¤ë2¤é","","­JÀA½÷"
"P12","·s´I","³¢¥Ã°·","","¨k","¥þÂ¾°ÏÄ³­û","¤uÄÒ","2015¦~10¤ë8¤é","","³¢¥Ã°·"
"P12","·s´I","Ã¹¾å·¬","","¨k","¶Ç´C¥D¥ô","µLÄÒ¬£","2015¦~10¤ë9¤é","","Ã¹¾å·¬"
"P13","ªL§ø¨¦","³¯¨_¨}","","¨k","¥þÂ¾°ÏÄ³­û","­»´ä¸gÀÙ¥Á¥ÍÁp·ù","2015¦~10¤ë2¤é","","³¯¨_¨}"
"P13","ªL§ø¨¦","ªL¬K²»","","¨k","­ôº¸¤Ò²y±Ð½m","","2015¦~10¤ë8¤é","","ªL¬K²»"
"P13","ªL§ø¨¦","<U+6E29>¥Éºa","","¨k","ª÷¿Ä¬ì§Þ¤uµ{®v","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë12¤é","","<U+6E29>¥Éºa"
"P14","Ä_¶®","©P¬¯Þ³","","¨k","¥ßªk·|Ä³­û§U²z","·s¥Á¥D¦P·ù","2015¦~10¤ë5¤é","","©P¬¯Þ³"
"P14","Ä_¶®","¶À®e®Ú","","¨k","º®·~","¥Á«ØÁp","2015¦~10¤ë8¤é","","¶À®e®Ú"
"P15","¤Ó©M","¾G«T©M","","¨k","°ÏÄ³­û","","2015¦~10¤ë2¤é","","¾G«T©M"
"P16","ÂÂ¼V¤Î¤Ó´ò","¼B«i«Â","ªü«Â","¨k","ªÀ°Ï¥D¥ô","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","¼B«i«Â(ªü«Â)"
"P16","ÂÂ¼V¤Î¤Ó´ò","±i°ê¼z","","¨k","Àç¹BÁ`ºÊ","¥Á«ØÁp","2015¦~10¤ë8¤é","","±i°ê¼z"
"P17","±d¼Ö¶é","¾H»Ê®õ","","¨k","«Ø¿v¤uµ{®v","","2015¦~10¤ë8¤é","","¾H»Ê®õ"
"P17","±d¼Ö¶é","¤å¬K½÷","","¨k","¦æ¬FÅU°Ý","¸g¥ÁÁp","2015¦~10¤ë9¤é","","¤å¬K½÷"
"P18","²îÆW","¼B§Ó¦¨","³Õ¤h","¨k","°ÏÄ³­û/µù¥Uµ²ºc¤uµ{®v","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë3¤é","","¼B§Ó¦¨(³Õ¤h)"
"P19","¦è°^¥_","§õ¶Q¦³","","¨k","¹q¤l¹q¸£¤uµ{®v","","2015¦~10¤ë5¤é","","§õ¶Q¦³"
"P19","¦è°^¥_","§õµØ¥ú","","¨k","¤½¥q¸³¨Æ","¸g¥ÁÁp","2015¦~10¤ë12¤é","","§õµØ¥ú"
"Q01","¦è°^¥«¤¤¤ß","§d¥KºÖ","","¨k","¤½¥q¸³¨Æ","¥Á«ØÁp","2015¦~10¤ë2¤é","","§d¥KºÖ"
"Q01","¦è°^¥«¤¤¤ß","³¹¤h³Ç","","¨k","¦æ¬F¸³¨Æ","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","³¹¤h³Ç"
"Q02","¥Õ¨FÆW","ªô¥³¨q","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","ªô¥³¨q"
"Q02","¥Õ¨FÆW","®ú°¶©ú","","¨k","«Ø¿v®v","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","®ú°¶©ú"
"Q03","¦è°^Â÷®q","§õ®a¨}","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","§õ®a¨}"
"Q04","§|¤fªF","¼B°¶³¹","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","¼B°¶³¹"
"Q04","§|¤fªF","¼B±Ó°]","","¨k","©v±Ð¤å¤Æ¦Û¥Ñ¤H","¿W¥ß","2015¦~10¤ë8¤é","","¼B±Ó°]"
"Q05","§|¤f¦è","ªô¥ÉÅï","","¨k","¥Á¿ï°ÏÄ³­û/§Þ³N¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","ªô¥ÉÅï"
"Q05","§|¤f¦è","³°¨q­s","","¤k","¬Fµ¦¬ã¨s·F¨Æ","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë12¤é","","³°¨q­s"
"Q06","Ä_©É","§d³·¤s","","¨k","¥Á¿ï°ÏÄ³­û","¤uÁp·|","2015¦~10¤ë2¤é","","§d³·¤s"
"Q06","Ä_©É","ÁÂ¥¿·¬","","¨k","µù<U+518C>ªÀ¤u","¥Á¥DÄÒ","2015¦~10¤ë10¤é","","ÁÂ¥¿·¬"
"Q06","Ä_©É","³¯ÆA¯]","","¤k","½Õ¸Ñ­û","","2015¦~10¤ë15¤é","","³¯ÆA¯]"
"Q07","ºû´º","¶À¦¨¥ú","","¨k","°h¥ð","","2015¦~10¤ë10¤é","","¶À¦¨¥ú"
"Q07","ºû´º","³¯Ä~°¶","","¨k","°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë14¤é","","³¯Ä~°¶"
"Q08","³£µ½","²öÂ¸¦w","","¤k","¤½¥q¸³¨Æ","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë5¤é","","²öÂ¸¦w"
"Q08","³£µ½","®]¬f¤å","","¨k","°]¸g¤Î®É¨Æµû½×­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë6¤é","","®]¬f¤å"
"Q08","³£µ½","±i®iÄP","","¨k","*¤½¥q¸³¨Æ","*¿W¥ß­Ô¿ï¤H(µL¬FÄÒ¡^","2015¦~10¤ë7¤é","","±i®iÄP"
"Q08","³£µ½","Ä¬¯E","","¨k","¥ßªk·|Ä³­û§U²z","¤H¥Á¤O¶q/«e<U+7DAB>","2015¦~10¤ë9¤é","","Ä¬¯E"
"Q09","°·©ú","©P®a¼Ö","","¨k","","*¥Á«ØÁp","2015¦~10¤ë2¤é","","©P®a¼Ö"
"Q09","°·©ú","±ç¨½","","¨k","°ÏÄ³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë3¤é","","±ç¨½"
"Q10","±m°·","§dªFªe","","¨k","","*¥Á«ØÁp","2015¦~10¤ë2¤é","","§dªFªe"
"Q10","±m°·","¦ó¥Á³Ç","","¨k","¦è°^¥Á¿ï°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë6¤é","","¦ó¥Á³Ç"
"Q11","¿D­ð","°ª¥ÃÁp","","¨k","","¤uÁp·|","2015¦~10¤ë2¤é","","°ª¥ÃÁp"
"Q11","¿D­ð","§f¤å¥ú","","¨k","Ä³­û§U²z","·s¥Á¥D¦P·ù","2015¦~10¤ë3¤é","","§f¤å¥ú"
"Q11","¿D­ð","¼Ú¶§¯E±X","","¨k","","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","¼Ú¶§¯E±X"
"Q12","´I§g","¥Û»·±d","","¨k","","","2015¦~10¤ë7¤é","","¥Û»·±d"
"Q12","´I§g","³°¥­¤~","","¨k","±Ð®v","","2015¦~10¤ë10¤é","","³°¥­¤~"
"Q12","´I§g","§f¼C»¨","","¨k","¶µ¥Ø¤uµ{®v","*¿W¥ßµL¬FÄÒ","2015¦~10¤ë13¤é","","§f¼C»¨"
"Q13","­xÄ_","¶À¤Ñ¦ö","","¨k","¨Æ°È«ß®v","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","¶À¤Ñ¦ö"
"Q13","­xÄ_","¾¤»Ê¿A","","¨k","Ä³­û§U²z","·s¥Á¥D¦P·ù","2015¦~10¤ë3¤é","","¾¤»Ê¿A"
"Q13","­xÄ_","§õ·s","","¨k","°õ·~·|­p®v","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë8¤é","","§õ·s"
"Q13","­xÄ_","³¯®i¯C","","¨k","¥þÂ¾ªÀ°Ï¥D¥ô","¿W¥ß¥Á¥D¬£","2015¦~10¤ë9¤é","","³¯®i¯C"
"Q13","­xÄ_","§õ°ê°ö","","¨k","°h¥ð¤½°È­û","","2015¦~10¤ë12¤é","","§õ°ê°ö"
"Q14","«n¦w","§E±Ò¬z","","¨k","","¤uÁp·|","2015¦~10¤ë2¤é","","§E±Ò¬z"
"Q14","«n¦w","©P½å©ú","","¨k","ªÀ¤u","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë12¤é","","©P½å©ú"
"Q15","±d´º","³¯°·¯C","","¨k","","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","³¯°·¯C"
"Q15","±d´º","ªL¤Ö©¾","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë10¤é","","ªL¤Ö©¾"
"Q16","»AªL","ÃÓ»â«ß","","¨k","*µù<U+518C>ªÀ¤u/°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","ÃÓ»â«ß"
"Q16","»AªL","³¯·½±l","","¨k","¤½¥q¸³¨Æ","","2015¦~10¤ë10¤é","","³¯·½±l"
"Q17","<U+5BF3>ªL","°Ï¯àµo","","¨k","¥þÂ¾°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","°Ï¯àµo"
"Q17","<U+5BF3>ªL","±i§Ó¸³","","¨k","¤½¥q¸³¨Æ/ªÀ°Ï·F¨Æ","","2015¦~10¤ë10¤é","","±i§Ó¸³"
"Q17","<U+5BF3>ªL","¶À¼ÖµM","","¨k","¤½¥q¸³¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë14¤é","","¶À¼ÖµM"
"Q18","ªY­^","ÁéÀAÅï","","¨k","°ÏÄ³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë3¤é","","ÁéÀAÅï"
"Q18","ªY­^","±i¸Ö<U+7FFA>","","¨k","","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","2015¦~10¤ë10¤é°h¿ï","±i¸Ö<U+7FFA>"
"Q18","ªY­^","·¨¯E¬u","¬u¥J","¨k","¦a°Ï·F¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë9¤é","","·¨¯E¬u(¬u¥J)"
"Q18","ªY­^","¹ù¤lÁo","¤lÁo","¨k","ª÷¿Ä±q·~­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë13¤é","","¹ù¤lÁo(¤lÁo)"
"Q19","¹B¦ë","¥Ó°¶°ò","","¨k","«ß®v","*µLÄÒ¬£­Ô¿ï¤H","2015¦~10¤ë2¤é","","¥Ó°¶°ò"
"Q19","¹B¦ë","­S°ê«Â","","¨k","°ÏÄ³­û/¥ßªk·|Ä³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë3¤é","","­S°ê«Â"
"Q19","¹B¦ë","¾¤¤lµØ","","¨k","*¶Ç´C¤u§@ªÌ","¿W¥ß","2015¦~10¤ë7¤é","","¾¤¤lµØ"
"Q20","´ºªL","<U+6E29>±Ò©ú","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","<U+6E29>±Ò©ú"
"Q20","´ºªL","ªL<U+548F>µM","","¨k","¥þÂ¾Ä³­û","¥Á¥DÄÒ","2015¦~10¤ë10¤é","","ªL<U+548F>µM"
"Q21","«p¼w","­â¤å®ü","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","­â¤å®ü"
"Q21","«p¼w","´¿¯E¤å","","¨k","","¥Á¥DÄÒ","2015¦~10¤ë10¤é","","´¿¯E¤å"
"Q22","´IÂÅ","³¯³Õ´¼","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","³¯³Õ´¼"
"Q22","´IÂÅ","³¯Ä£»Ê","","¨k","ªÀ°ÏÅU°Ý","¿W¥ß¥Á¥D¬£","2015¦~10¤ë10¤é","","³¯Ä£»Ê"
"Q23","¼w©ú","<U+6E29>®®©÷","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","<U+6E29>®®©÷"
"Q24","©|¼w","½²°®¥¿","½²¬K¾å","¨k","«Ç¤º³]­p®v","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","½²°®¥¿(½²¬K¾å)"
"Q24","©|¼w","Â²¥ü¸R","","¨k","¥þÂ¾¥Á¿ï°ÏÄ³­û","¤uÁp·|","2015¦~10¤ë2¤é","","Â²¥ü¸R"
"Q24","©|¼w","¶À½÷","","¨k","®a©~ºû­×§Þ³N­û","¤H¥Á¤O¶q/«e<U+7DAB>","2015¦~10¤ë9¤é","","¶À½÷"
"Q25","¼s©ú","²ø¤¸Ð¤","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","²ø¤¸Ð¤"
"Q25","¼s©ú","µÎ§µ³Ç","","¨k","¹B¿é¤½¥qªF¥D","","2015¦~10¤ë5¤é","","µÎ§µ³Ç"
"Q25","¼s©ú","½²©úÁH","","¨k","§U²z¤uµ{®v","*¿W¥ß¥Á¥D¬£","2015¦~10¤ë13¤é","","½²©úÁH"
"Q26","Àô«O¥_","±Z©w¨¹","ªü¨¹","¨k","¦a°Ï·F¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë2¤é","","±Z©w¨¹(ªü¨¹)"
"Q26","Àô«O¥_","¤è°ê¬À","­þ¦\","¤k","Àô«O°Ï¥Á¿ï°ÏÄ³­û/¤uµ{®v","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","¤è°ê¬À(­þ¦\)"
"Q27","Àô«O«n","­JºïÁ¾","","¨k","¥ßªk·|Ä³­û§U²z","¥Á«ØÁp","2015¦~10¤ë2¤é","","­JºïÁ¾"
"Q27","Àô«O«n","±i¬ü¶¯","","¨k","¥þÂ¾Àô«O°ÏÄ³­û§U²z","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë12¤é","","±i¬ü¶¯"
"R01","¨F¥Ð¥«¤¤¤ß","¶À¦Û«i","","¨k","¬ì§Þ¤½¥q¸³¨Æ","¥Á«ØÁp","2015¦~10¤ë7¤é","","¶À¦Û«i"
"R01","¨F¥Ð¥«¤¤¤ß","<U+885E>¼y²»","","¨k","°ª¯Å°ÆÁ`µô","ªx¥Á°Ï¿ïÁp·ù","2015¦~10¤ë13¤é","","<U+885E>¼y²»"
"R02","Ãw·½","¶À¯E»Ê","","¨k","ªÀ·|¬Fµ¦¥D¥ô","ªÀ·|¥Á¥D³s½u","2015¦~10¤ë7¤é","","¶À¯E»Ê"
"R02","Ãw·½","¶À¦t¿«","","¨k","°ÏÄ³­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë8¤é","","¶À¦t¿«"
"R03","¥Ýà|<U+90A8>","§õ¼wµØ","","¨k","§Þ³N¸g²z","","2015¦~10¤ë6¤é","","§õ¼wµØ"
"R03","¥Ýà|<U+90A8>","§E­Å¶²","","¤k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","§E­Å¶²"
"R03","¥Ýà|<U+90A8>","§õÞm¾W","","¨k","¥þÂ¾ªÀ°Ï¥D¥ô","¤H¥Á¤O¶q","2015¦~10¤ë7¤é","","§õÞm¾W"
"R04","²Ä¤@«°","¶À¹Åºa","","¨k","°ÏÄ³­û","·s¥ÁÄÒ","2015¦~10¤ë8¤é","","¶À¹Åºa"
"R05","´r«°","±ç®a½÷","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë8¤é","","±ç®a½÷"
"R06","¤ý«Î","¾¤±ê®¦","","¨k","¥þÂ¾ªÀ°ÏªA°È","¿W¥ß","2015¦~10¤ë10¤é","","¾¤±ê®¦"
"R06","¤ý«Î","±ç§Ó°¶","","¨k","¥þÂ¾°ÏÄ³­û","¦Û¥ÑÄÒ","2015¦~10¤ë12¤é","","±ç§Ó°¶"
"R07","¨F¨¤","³¯¥ü¶§","","¨k","Ä³­û§U²z","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","³¯¥ü¶§"
"R07","¨F¨¤","·¨­Å¬õ","","¤k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","·¨­Å¬õ"
"R08","³Õ±d","»¯¬WÀ°","","¨k","Ä³­û§U²z","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","»¯¬WÀ°"
"R08","³Õ±d","³¯°ê²K","","¨k","°ÏÄ³­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë2¤é","","³¯°ê²K"
"R09","¤A©ú","¸­®a©ú","","¨k","*°ª¯Å¸g²z¡]ª«·~¤Î³]¬I¡^","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","¸­®a©ú"
"R09","¤A©ú","¥C¤å«T","","¨k","¥þÂ¾°ÏÄ³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","¥C¤å«T"
"R09","¤A©ú","©PªÃÁ¾","Á¾¥J","¨k","ªÀ°Ïµo®i·F¨Æ","¸g¥ÁÁp","2015¦~10¤ë2¤é","","©PªÃÁ¾(Á¾¥J)"
"R10","¯³Â×","±ç®aÞ³","","¨k","*ªÀ°Ïµo®i¥D¥ô","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","±ç®aÞ³"
"R10","¯³Â×","³¯¿ÕùÚ","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","³¯¿ÕùÚ"
"R11","·s¥Ð³ò","§õ¼Ö©ý","","¤k","¥ßªk·|Ä³­û§U²z","¤uÁp·|","2015¦~10¤ë2¤é","","§õ¼Ö©ý"
"R11","·s¥Ð³ò","µ{±iªï","","¨k","¤¤¾Ç±Ð®v","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","µ{±iªï"
"R12","»A¥Ð","³\<U+92ED>¦t","","¨k","¬Fµ¦¬ã¨s","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","³\<U+92ED>¦t"
"R12","»A¥Ð","¶À¿A¼Ð","","¨k","°ÏÄ³­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë8¤é","","¶À¿A¼Ð"
"R13","Åã¹Å","ªLªQ¯ô","","¤k","°ÏÄ³­û/µù¥UªÀ¤u","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë3¤é","","ªLªQ¯ô"
"R13","Åã¹Å","²ö°¶¶¯","","¨k","µù¥UªÀ¤u/«ùµPÀç·~­û","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","²ö°¶¶¯"
"R14","¤U«°ªù","­ð¾Ç¨}","","¨k","*ªÀ°Ïµo®i¥D¥ô","*·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","­ð¾Ç¨}"
"R14","¤U«°ªù","§õ·½ÀA","","¨k","°h¥ð","","2015¦~10¤ë2¤é","","§õ·½ÀA"
"R14","¤U«°ªù","²øÄ£¶Ô","","¨k","°ÏÄ³­û/°õ·~·|­p®v","","2015¦~10¤ë5¤é","","²øÄ£¶Ô"
"R15","¶³«°","¦ó«p²»","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","¦ó«p²»"
"R15","¶³«°","¶À¨}³ß","","¨k","¤½¥q¸³¨Æ","¿W¥ß¥Á¥D¬£","2015¦~10¤ë9¤é","","¶À¨}³ß"
"R15","¶³«°","±i¼wºa","","¨k","°h¥ðÄá¼v°OªÌ","","2015¦~10¤ë14¤é","","±i¼wºa"
"R16","®|¤f","¦ó°êµØ","","¨k","°õ·~·|­p®v","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë3¤é","","¦ó°êµØ"
"R16","®|¤f","§dÀA¶¯","","¨k","¨F¥Ð°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","§dÀA¶¯"
"R16","®|¤f","·¨°¶·~","","¨k","","","2015¦~10¤ë15¤é","","·¨°¶·~"
"R17","¥Ð¤ß","¼ï°ê¤s","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","¼ï°ê¤s"
"R18","»A¹Å","­³¼wÅï","","¨k","ªÀ°Ïµo®i¥D¥ô","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","­³¼wÅï"
"R18","»A¹Å","§õ¥@ÂE","","¨k","¦æ¬F¥D¥ô","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","§õ¥@ÂE"
"R18","»A¹Å","§õÀA©ú","","¨k","¨F¥Ð°ÏÄ³­û","","2015¦~10¤ë12¤é","","§õÀA©ú"
"R19","¤j³ò","¸³°·²ú","ªü²ú","¤k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","¸³°·²ú(ªü²ú)"
"R19","¤j³ò","±çÂí°a","","¨k","","¨F¥ÐªÀ°Ïºôµ¸","2015¦~10¤ë8¤é","","±çÂí°a"
"R20","ªQ¥Ð","¾H¥Ã©÷","","¨k","ª÷¿ÄÃÒ¨é±q·~­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë2¤é","","¾H¥Ã©÷"
"R20","ªQ¥Ð","³Ò¶V¬w","","¨k","¤¤¾Ç¦Ñ®v","","2015¦~10¤ë6¤é","","³Ò¶V¬w"
"R20","ªQ¥Ð","¶À¾ÇÂ§","","¨k","¥þÂ¾ªÀ°Ï¥D¥ô","¨F¥ÐªÀ°Ïºôµ¸","2015¦~10¤ë9¤é","","¶À¾ÇÂ§"
"R21","ÁJ¥Ý","´^ªø½n","","¨k","","¥Á«ØÁp","2015¦~10¤ë7¤é","","´^ªø½n"
"R21","ÁJ¥Ý","ªô´¼°í","ªü°í","¨k","¨t²Î¤ÀªR­û","¤½¥ÁÄÒ","2015¦~10¤ë10¤é","","ªô´¼°í(ªü°í)"
"R21","ÁJ¥Ý","§õ·çÁø","","¤k","ªá©±ªF¥D","","2015¦~10¤ë13¤é","","§õ·çÁø"
"R22","¤õ¬´","Ãe·RÄõ","","¤k","ÃÄ¾¯®v","","2015¦~10¤ë5¤é","","Ãe·RÄõ"
"R22","¤õ¬´","³¯¤åÞk","","¨k","¶µ¥Ø·F¨Æ","¤½¥ÁÄÒ","2015¦~10¤ë10¤é","","³¯¤åÞk"
"R23","Â@°¨","¦ó°¶¼Ö","","¨k","¦a°Ï·F¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë2¤é","","¦ó°¶¼Ö"
"R23","Â@°¨","¿½Åã¯è","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë6¤é","","¿½Åã¯è"
"R23","Â@°¨","¾Gºa©v","","¨k","IT¸g²z","","2015¦~10¤ë15¤é","","¾Gºa©v"
"R24","¹|¦w","¸­ºa","","¨k","Ä³­û§U²z","¤uÄÒ","2015¦~10¤ë3¤é","","¸­ºa"
"R24","¹|¦w","¸¯¯\¦|","","¤k","¥ßªk·|Ä³­û/°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","¸¯¯\¦|"
"R25","ÀAÀÜ","·¨¤å<U+92ED>","","¨k","°ÏÄ³­û/¼Æ½X´CÅéµ¦²¤ÅU°Ý","¥Á«ØÁp","2015¦~10¤ë7¤é","","·¨¤å<U+92ED>"
"R25","ÀAÀÜ","³¯°ê±j","","¨k","¸³¨Æ","","2015¦~10¤ë14¤é","","³¯°ê±j"
"R26","°¨¾b¤s¥«¤¤¤ß","§õ¤lºa","","¨k","¤¤¾Ç±Ð®v","","2015¦~10¤ë3¤é","","§õ¤lºa"
